# Bg   Tw[K]   Bc[-]   Hw[J/kg]
#

0.32000   3300.00    0.263791      6644310.00
0.32000   3325.00    0.273565      6892810.00
0.32000   3350.00    0.284595      7159450.00
0.32000   3375.00    0.297146      7446930.00
0.32000   3400.00    0.311542      7758380.00
0.32000   3425.00    0.328175      8097350.00
0.32000   3450.00    0.347527      8467860.00
0.32000   3475.00    0.370190      8874420.00
0.32000   3500.00    0.396893      9322030.00
0.32000   3525.00    0.428544      9816130.00
0.32000   3550.00    0.466276     10362600.00
0.32000   3575.00    0.511524     10967500.00
0.32000   3600.00    0.566119     11637300.00
0.32000   3625.00    0.632435     12377900.00
0.32000   3650.00    0.713592     13195400.00
0.32000   3675.00    0.813779     14094600.00
0.32000   3700.00    0.938735     15079300.00
0.32000   3725.00    1.096540     16151200.00
0.32000   3750.00    1.298940     17309600.00
0.32000   3775.00    1.563670     18550600.00
0.32000   3800.00    1.918780     19866300.00
0.32000   3825.00    2.411430     21244200.00
0.32000   3850.00    3.127260     22666500.00
0.32000   3875.00    4.239330     24109600.00
0.32000   3900.00    6.156140     25542800.00
0.32000   3925.00   10.119500     26926300.00
0.32000   3950.00   22.425900     28201800.00
0.32000   3975.00   22.425900     28201800.00
0.32000   4000.00   22.425900     28201800.00

0.40000    250.00    0.000000     -4816570.00
0.40000    275.00    0.000000     -4749270.00
0.40000    300.00    0.000000     -4678390.00
0.40000    325.00    0.000000     -4606750.00
0.40000    350.00    0.000000     -4536130.00
0.40000    375.00    0.000000     -4467490.00
0.40000    400.00    0.000000     -4401180.00
0.40000    425.00    0.000000     -4337180.00
0.40000    450.00    0.000000     -4275200.00
0.40000    475.00    0.000000     -4214780.00
0.40000    500.00    0.000000     -4155290.00
0.40000    525.00    0.000000     -4096040.00
0.40000    550.00    0.000000     -4036190.00
0.40000    575.00    0.000000     -3974800.00
0.40000    600.00    0.000000     -3910810.00
0.40000    625.00    0.000000     -3842980.00
0.40000    650.00    0.000000     -3769860.00
0.40000    675.00    0.000000     -3689750.00
0.40000    700.00    0.000000     -3600610.00
0.40000    725.00    0.000000     -3499980.00
0.40000    750.00    0.000000     -3384980.00
0.40000    775.00    0.000000     -3252330.00
0.40000    800.00    0.000000     -3098540.00
0.40000    825.00    0.000000     -2920380.00
0.40000    850.00    0.000000     -2715760.00
0.40000    875.00    0.000000     -2484920.00
0.40000    900.00    0.000000     -2231820.00
0.40000    925.00    0.000000     -1965140.00
0.40000    950.00    0.011473     -1697830.00
0.40000    975.00    0.027813     -1444670.00
0.40000   1000.00    0.042537     -1218280.00
0.40000   1025.00    0.054800     -1025660.00
0.40000   1050.00    0.064344      -867339.00
0.40000   1075.00    0.071391      -739107.00
0.40000   1100.00    0.076406      -634771.00
0.40000   1125.00    0.079896      -548207.00
0.40000   1150.00    0.082294      -474335.00
0.40000   1175.00    0.083936      -409328.00
0.40000   1200.00    0.085060      -350445.00
0.40000   1225.00    0.085834      -295776.00
0.40000   1250.00    0.086370      -244005.00
0.40000   1275.00    0.086745      -194229.00
0.40000   1300.00    0.087012      -145823.00
0.40000   1325.00    0.087206       -98355.60
0.40000   1350.00    0.087351       -51520.70
0.40000   1375.00    0.087465        -5102.50
0.40000   1400.00    0.087558        41055.10
0.40000   1425.00    0.087640        87066.60
0.40000   1450.00    0.087716       133018.00
0.40000   1475.00    0.087792       178973.00
0.40000   1500.00    0.087871       224986.00
0.40000   1525.00    0.087956       271096.00
0.40000   1550.00    0.088050       317339.00
0.40000   1575.00    0.088154       363746.00
0.40000   1600.00    0.088272       410344.00
0.40000   1625.00    0.088405       457159.00
0.40000   1650.00    0.088555       504215.00
0.40000   1675.00    0.088723       551537.00
0.40000   1700.00    0.088912       599151.00
0.40000   1725.00    0.089124       647082.00
0.40000   1750.00    0.089360       695357.00
0.40000   1775.00    0.089623       744004.00
0.40000   1800.00    0.089915       793055.00
0.40000   1825.00    0.090238       842541.00
0.40000   1850.00    0.090595       892497.00
0.40000   1875.00    0.090987       942959.00
0.40000   1900.00    0.091418       993966.00
0.40000   1925.00    0.091889      1045560.00
0.40000   1950.00    0.092404      1097790.00
0.40000   1975.00    0.092965      1150700.00
0.40000   2000.00    0.093575      1204330.00
0.40000   2025.00    0.094237      1258750.00
0.40000   2050.00    0.094954      1314010.00
0.40000   2075.00    0.095729      1370170.00
0.40000   2100.00    0.096564      1427300.00
0.40000   2125.00    0.097464      1485450.00
0.40000   2150.00    0.098431      1544700.00
0.40000   2175.00    0.099468      1605130.00
0.40000   2200.00    0.100579      1666800.00
0.40000   2225.00    0.101766      1729790.00
0.40000   2250.00    0.103034      1794190.00
0.40000   2275.00    0.104384      1860080.00
0.40000   2300.00    0.105821      1927540.00
0.40000   2325.00    0.107347      1996670.00
0.40000   2350.00    0.108965      2067560.00
0.40000   2375.00    0.110679      2140290.00
0.40000   2400.00    0.112491      2214960.00
0.40000   2425.00    0.114403      2291670.00
0.40000   2450.00    0.116420      2370520.00
0.40000   2475.00    0.118542      2451590.00
0.40000   2500.00    0.120773      2534990.00
0.40000   2525.00    0.123114      2620820.00
0.40000   2550.00    0.125568      2709170.00
0.40000   2575.00    0.128136      2800140.00
0.40000   2600.00    0.130820      2893830.00
0.40000   2625.00    0.133622      2990330.00
0.40000   2650.00    0.136542      3089740.00
0.40000   2675.00    0.139583      3192150.00
0.40000   2700.00    0.142744      3297670.00
0.40000   2725.00    0.146028      3406380.00
0.40000   2750.00    0.149435      3518380.00
0.40000   2775.00    0.152966      3633770.00
0.40000   2800.00    0.156623      3752660.00
0.40000   2825.00    0.160407      3875130.00
0.40000   2850.00    0.164320      4001320.00
0.40000   2875.00    0.168366      4131330.00
0.40000   2900.00    0.172547      4265310.00
0.40000   2925.00    0.176870      4403390.00
0.40000   2950.00    0.181340      4545740.00
0.40000   2975.00    0.185966      4692560.00
0.40000   3000.00    0.190760      4844070.00
0.40000   3025.00    0.195737      5000530.00
0.40000   3050.00    0.200915      5162260.00
0.40000   3075.00    0.206319      5329610.00
0.40000   3100.00    0.211978      5503040.00
0.40000   3125.00    0.217932      5683070.00
0.40000   3150.00    0.224227      5870320.00
0.40000   3175.00    0.230922      6065530.00
0.40000   3200.00    0.238090      6269610.00
0.40000   3225.00    0.245819      6483580.00
0.40000   3250.00    0.254220      6708710.00
0.40000   3275.00    0.263425      6946460.00
0.40000   3300.00    0.273599      7198540.00
0.40000   3325.00    0.284939      7466950.00
0.40000   3350.00    0.297688      7754020.00
0.40000   3375.00    0.312141      8062430.00
0.40000   3400.00    0.328657      8395240.00
0.40000   3425.00    0.347676      8755940.00
0.40000   3450.00    0.369734      9148440.00
0.40000   3475.00    0.395494      9577100.00
0.40000   3500.00    0.425771     10046700.00
0.40000   3525.00    0.461580     10562400.00
0.40000   3550.00    0.504190     11129700.00
0.40000   3575.00    0.555209     11754300.00
0.40000   3600.00    0.616689     12441700.00
0.40000   3625.00    0.691292     13197400.00
0.40000   3650.00    0.782520     14026200.00
0.40000   3675.00    0.895075     14931700.00
0.40000   3700.00    1.035400     15916400.00
0.40000   3725.00    1.212590     16980400.00
0.40000   3750.00    1.439820     18121000.00
0.40000   3775.00    1.737050     19332500.00
0.40000   3800.00    2.135820     20605100.00
0.40000   3825.00    2.689170     21924600.00
0.40000   3850.00    3.493430     23271800.00
0.40000   3875.00    4.743220     24622200.00
0.40000   3900.00    6.897710     25945300.00
0.40000   3925.00   11.351400     27202500.00
0.40000   3950.00   25.159900     28339000.00
0.40000   3975.00   25.159900     28339000.00
0.40000   4000.00   25.159900     28339000.00

0.50000    250.00    0.000000     -5108210.00
0.50000    275.00    0.000000     -5046630.00
0.50000    300.00    0.000000     -4978630.00
0.50000    325.00    0.000000     -4907170.00
0.50000    350.00    0.000000     -4834780.00
0.50000    375.00    0.000000     -4763140.00
0.50000    400.00    0.000000     -4693150.00
0.50000    425.00    0.000000     -4625140.00
0.50000    450.00    0.000000     -4559030.00
0.50000    475.00    0.000000     -4494460.00
0.50000    500.00    0.000000     -4430880.00
0.50000    525.00    0.000000     -4367580.00
0.50000    550.00    0.000000     -4303720.00
0.50000    575.00    0.000000     -4238320.00
0.50000    600.00    0.000000     -4170220.00
0.50000    625.00    0.000000     -4098100.00
0.50000    650.00    0.000000     -4020380.00
0.50000    675.00    0.000000     -3935180.00
0.50000    700.00    0.000000     -3840250.00
0.50000    725.00    0.000000     -3732910.00
0.50000    750.00    0.000000     -3609980.00
0.50000    775.00    0.000000     -3467880.00
0.50000    800.00    0.000000     -3302840.00
0.50000    825.00    0.000000     -3111400.00
0.50000    850.00    0.000000     -2891340.00
0.50000    875.00    0.000000     -2643010.00
0.50000    900.00    0.000000     -2370760.00
0.50000    925.00    0.000000     -2083960.00
0.50000    950.00    0.000000     -1796530.00
0.50000    975.00    0.000463     -1524280.00
0.50000   1000.00    0.016542     -1280700.00
0.50000   1025.00    0.029986     -1073260.00
0.50000   1050.00    0.040474      -902595.00
0.50000   1075.00    0.048227      -764269.00
0.50000   1100.00    0.053744      -651713.00
0.50000   1125.00    0.057576      -558398.00
0.50000   1150.00    0.060201      -478883.00
0.50000   1175.00    0.061989      -409049.00
0.50000   1200.00    0.063206      -345935.00
0.50000   1225.00    0.064035      -287468.00
0.50000   1250.00    0.064604      -232212.00
0.50000   1275.00    0.064997      -179178.00
0.50000   1300.00    0.065273      -127682.00
0.50000   1325.00    0.065469       -77243.40
0.50000   1350.00    0.065614       -27526.30
0.50000   1375.00    0.065726        21710.20
0.50000   1400.00    0.065817        70640.20
0.50000   1425.00    0.065897       119392.00
0.50000   1450.00    0.065972       168061.00
0.50000   1475.00    0.066048       216721.00
0.50000   1500.00    0.066129       265431.00
0.50000   1525.00    0.066218       314236.00
0.50000   1550.00    0.066318       363177.00
0.50000   1575.00    0.066430       412287.00
0.50000   1600.00    0.066558       461597.00
0.50000   1625.00    0.066703       511136.00
0.50000   1650.00    0.066867       560931.00
0.50000   1675.00    0.067053       611010.00
0.50000   1700.00    0.067263       661400.00
0.50000   1725.00    0.067499       712131.00
0.50000   1750.00    0.067763       763231.00
0.50000   1775.00    0.068058       814732.00
0.50000   1800.00    0.068385       866668.00
0.50000   1825.00    0.068748       919074.00
0.50000   1850.00    0.069149       971989.00
0.50000   1875.00    0.069591      1025450.00
0.50000   1900.00    0.070077      1079510.00
0.50000   1925.00    0.070609      1134200.00
0.50000   1950.00    0.071191      1189580.00
0.50000   1975.00    0.071827      1245700.00
0.50000   2000.00    0.072518      1302620.00
0.50000   2025.00    0.073270      1360390.00
0.50000   2050.00    0.074084      1419080.00
0.50000   2075.00    0.074965      1478750.00
0.50000   2100.00    0.075916      1539480.00
0.50000   2125.00    0.076941      1601340.00
0.50000   2150.00    0.078044      1664410.00
0.50000   2175.00    0.079229      1728760.00
0.50000   2200.00    0.080499      1794480.00
0.50000   2225.00    0.081858      1861660.00
0.50000   2250.00    0.083310      1930390.00
0.50000   2275.00    0.084859      2000760.00
0.50000   2300.00    0.086510      2072870.00
0.50000   2325.00    0.088264      2146820.00
0.50000   2350.00    0.090127      2222710.00
0.50000   2375.00    0.092103      2300640.00
0.50000   2400.00    0.094194      2380730.00
0.50000   2425.00    0.096404      2463070.00
0.50000   2450.00    0.098737      2547780.00
0.50000   2475.00    0.101196      2634960.00
0.50000   2500.00    0.103783      2724730.00
0.50000   2525.00    0.106502      2817190.00
0.50000   2550.00    0.109356      2912460.00
0.50000   2575.00    0.112347      3010640.00
0.50000   2600.00    0.115477      3111850.00
0.50000   2625.00    0.118749      3216200.00
0.50000   2650.00    0.122164      3323780.00
0.50000   2675.00    0.125725      3434720.00
0.50000   2700.00    0.129432      3549110.00
0.50000   2725.00    0.133289      3667070.00
0.50000   2750.00    0.137295      3788700.00
0.50000   2775.00    0.141454      3914110.00
0.50000   2800.00    0.145767      4043410.00
0.50000   2825.00    0.150236      4176730.00
0.50000   2850.00    0.154864      4314180.00
0.50000   2875.00    0.159654      4455890.00
0.50000   2900.00    0.164612      4602010.00
0.50000   2925.00    0.169743      4752690.00
0.50000   2950.00    0.175055      4908120.00
0.50000   2975.00    0.180557      5068480.00
0.50000   3000.00    0.186265      5234020.00
0.50000   3025.00    0.192192      5405010.00
0.50000   3050.00    0.198363      5581770.00
0.50000   3075.00    0.204802      5764670.00
0.50000   3100.00    0.211546      5954170.00
0.50000   3125.00    0.218635      6150800.00
0.50000   3150.00    0.226124      6355190.00
0.50000   3175.00    0.234078      6568110.00
0.50000   3200.00    0.242580      6790430.00
0.50000   3225.00    0.251728      7023230.00
0.50000   3250.00    0.261646      7267730.00
0.50000   3275.00    0.272484      7525420.00
0.50000   3300.00    0.284426      7797990.00
0.50000   3325.00    0.297696      8087430.00
0.50000   3350.00    0.312566      8396040.00
0.50000   3375.00    0.329369      8726440.00
0.50000   3400.00    0.348510      9081650.00
0.50000   3425.00    0.370486      9465040.00
0.50000   3450.00    0.395904      9880390.00
0.50000   3475.00    0.425512     10331900.00
0.50000   3500.00    0.460232     10824000.00
0.50000   3525.00    0.501214     11361700.00
0.50000   3550.00    0.549898     11949800.00
0.50000   3575.00    0.608103     12593600.00
0.50000   3600.00    0.678160     13297900.00
0.50000   3625.00    0.763088     14067200.00
0.50000   3650.00    0.866868     14905200.00
0.50000   3675.00    0.994838     15814400.00
0.50000   3700.00    1.154330     16795600.00
0.50000   3725.00    1.355660     17847200.00
0.50000   3750.00    1.613860     18965000.00
0.50000   3775.00    1.951590     20141200.00
0.50000   3800.00    2.404790     21364500.00
0.50000   3825.00    3.033810     22619100.00
0.50000   3850.00    3.948320     23885100.00
0.50000   3875.00    5.369810     25137600.00
0.50000   3900.00    7.820600     26346700.00
0.50000   3925.00   12.885400     27475600.00
0.50000   3950.00   28.564600     28473800.00
0.50000   3975.00   28.564600     28473800.00
0.50000   4000.00   28.564600     28473800.00

0.60000    250.00    0.000000     -5357310.00
0.60000    275.00    0.000000     -5299030.00
0.60000    300.00    0.000000     -5233620.00
0.60000    325.00    0.000000     -5163350.00
0.60000    350.00    0.000000     -5090730.00
0.60000    375.00    0.000000     -5017710.00
0.60000    400.00    0.000000     -4945570.00
0.60000    425.00    0.000000     -4874910.00
0.60000    450.00    0.000000     -4805860.00
0.60000    475.00    0.000000     -4738230.00
0.60000    500.00    0.000000     -4671520.00
0.60000    525.00    0.000000     -4605090.00
0.60000    550.00    0.000000     -4538080.00
0.60000    575.00    0.000000     -4469500.00
0.60000    600.00    0.000000     -4398150.00
0.60000    625.00    0.000000     -4322640.00
0.60000    650.00    0.000000     -4241280.00
0.60000    675.00    0.000000     -4152050.00
0.60000    700.00    0.000000     -4052520.00
0.60000    725.00    0.000000     -3939760.00
0.60000    750.00    0.000000     -3810350.00
0.60000    775.00    0.000000     -3660390.00
0.60000    800.00    0.000000     -3485820.00
0.60000    825.00    0.000000     -3282940.00
0.60000    850.00    0.000000     -3049410.00
0.60000    875.00    0.000000     -2785620.00
0.60000    900.00    0.000000     -2496280.00
0.60000    925.00    0.000000     -2191430.00
0.60000    950.00    0.000000     -1885870.00
0.60000    975.00    0.000000     -1596390.00
0.60000   1000.00    0.000000     -1337250.00
0.60000   1025.00    0.005411     -1116430.00
0.60000   1050.00    0.016796      -934600.00
0.60000   1075.00    0.025217      -787148.00
0.60000   1100.00    0.031205      -667157.00
0.60000   1125.00    0.035355      -567731.00
0.60000   1150.00    0.038188      -483105.00
0.60000   1175.00    0.040108      -408897.00
0.60000   1200.00    0.041404      -341948.00
0.60000   1225.00    0.042281      -280035.00
0.60000   1250.00    0.042875      -221619.00
0.60000   1275.00    0.043279      -165631.00
0.60000   1300.00    0.043558      -111332.00
0.60000   1325.00    0.043754       -58201.30
0.60000   1350.00    0.043895        -5872.74
0.60000   1375.00    0.044001        45916.30
0.60000   1400.00    0.044088        97356.30
0.60000   1425.00    0.044164       148588.00
0.60000   1450.00    0.044236       199715.00
0.60000   1475.00    0.044311       250821.00
0.60000   1500.00    0.044392       301968.00
0.60000   1525.00    0.044482       353207.00
0.60000   1550.00    0.044585       404583.00
0.60000   1575.00    0.044704       456131.00
0.60000   1600.00    0.044839       507887.00
0.60000   1625.00    0.044995       559880.00
0.60000   1650.00    0.045172       612141.00
0.60000   1675.00    0.045374       664700.00
0.60000   1700.00    0.045602       717587.00
0.60000   1725.00    0.045859       770832.00
0.60000   1750.00    0.046148       824468.00
0.60000   1775.00    0.046471       878528.00
0.60000   1800.00    0.046830       933048.00
0.60000   1825.00    0.047229       988067.00
0.60000   1850.00    0.047671      1043630.00
0.60000   1875.00    0.048158      1099770.00
0.60000   1900.00    0.048695      1156540.00
0.60000   1925.00    0.049283      1213990.00
0.60000   1950.00    0.049928      1272180.00
0.60000   1975.00    0.050631      1331150.00
0.60000   2000.00    0.051398      1390980.00
0.60000   2025.00    0.052232      1451720.00
0.60000   2050.00    0.053136      1513450.00
0.60000   2075.00    0.054116      1576230.00
0.60000   2100.00    0.055174      1640140.00
0.60000   2125.00    0.056316      1705260.00
0.60000   2150.00    0.057546      1771680.00
0.60000   2175.00    0.058868      1839490.00
0.60000   2200.00    0.060287      1908770.00
0.60000   2225.00    0.061806      1979620.00
0.60000   2250.00    0.063432      2052140.00
0.60000   2275.00    0.065167      2126430.00
0.60000   2300.00    0.067018      2202600.00
0.60000   2325.00    0.068987      2280750.00
0.60000   2350.00    0.071081      2361010.00
0.60000   2375.00    0.073302      2443470.00
0.60000   2400.00    0.075656      2528270.00
0.60000   2425.00    0.078147      2615500.00
0.60000   2450.00    0.080779      2705300.00
0.60000   2475.00    0.083556      2797790.00
0.60000   2500.00    0.086481      2893070.00
0.60000   2525.00    0.089558      2991290.00
0.60000   2550.00    0.092791      3092540.00
0.60000   2575.00    0.096183      3196970.00
0.60000   2600.00    0.099737      3304680.00
0.60000   2625.00    0.103456      3415800.00
0.60000   2650.00    0.107342      3530440.00
0.60000   2675.00    0.111399      3648730.00
0.60000   2700.00    0.115627      3770770.00
0.60000   2725.00    0.120030      3896700.00
0.60000   2750.00    0.124610      4026620.00
0.60000   2775.00    0.129369      4160660.00
0.60000   2800.00    0.134310      4298930.00
0.60000   2825.00    0.139436      4441560.00
0.60000   2850.00    0.144750      4588690.00
0.60000   2875.00    0.150257      4740450.00
0.60000   2900.00    0.155962      4896990.00
0.60000   2925.00    0.161872      5058480.00
0.60000   2950.00    0.167996      5225110.00
0.60000   2975.00    0.174345      5397070.00
0.60000   3000.00    0.180935      5574630.00
0.60000   3025.00    0.187784      5758040.00
0.60000   3050.00    0.194916      5947650.00
0.60000   3075.00    0.202362      6143840.00
0.60000   3100.00    0.210159      6347060.00
0.60000   3125.00    0.218355      6557850.00
0.60000   3150.00    0.227009      6776860.00
0.60000   3175.00    0.236194      7004850.00
0.60000   3200.00    0.246000      7242700.00
0.60000   3225.00    0.256540      7491490.00
0.60000   3250.00    0.267949      7752440.00
0.60000   3275.00    0.280394      8027030.00
0.60000   3300.00    0.294079      8316940.00
0.60000   3325.00    0.309254      8624130.00
0.60000   3350.00    0.326221      8950880.00
0.60000   3375.00    0.345351      9299760.00
0.60000   3400.00    0.367095      9673710.00
0.60000   3425.00    0.392007     10076000.00
0.60000   3450.00    0.420763     10510300.00
0.60000   3475.00    0.454197     10980600.00
0.60000   3500.00    0.493341     11491100.00
0.60000   3525.00    0.539475     12046400.00
0.60000   3550.00    0.594209     12651100.00
0.60000   3575.00    0.659579     13309800.00
0.60000   3600.00    0.738188     14026700.00
0.60000   3625.00    0.833415     14805500.00
0.60000   3650.00    0.949714     15649100.00
0.60000   3675.00    1.093060     16558700.00
0.60000   3700.00    1.271670     17533900.00
0.60000   3725.00    1.497100     18571900.00
0.60000   3750.00    1.786190     19666900.00
0.60000   3775.00    2.164350     20810100.00
0.60000   3800.00    2.671850     21988800.00
0.60000   3825.00    3.376390     23186500.00
0.60000   3850.00    4.400900     24382600.00
0.60000   3875.00    5.993700     25552500.00
0.60000   3900.00    8.740110     26667400.00
0.60000   3925.00   14.414400     27692300.00
0.60000   3950.00   31.958200     28579900.00
0.60000   3975.00   31.958200     28579900.00
0.60000   4000.00   31.958200     28579900.00

0.70000    250.00    0.000000     -5577020.00
0.70000    275.00    0.000000     -5520460.00
0.70000    300.00    0.000000     -5456640.00
0.70000    325.00    0.000000     -5387300.00
0.70000    350.00    0.000000     -5314710.00
0.70000    375.00    0.000000     -5240880.00
0.70000    400.00    0.000000     -5167250.00
0.70000    425.00    0.000000     -5094650.00
0.70000    450.00    0.000000     -5023370.00
0.70000    475.00    0.000000     -4953320.00
0.70000    500.00    0.000000     -4884110.00
0.70000    525.00    0.000000     -4815130.00
0.70000    550.00    0.000000     -4745550.00
0.70000    575.00    0.000000     -4674380.00
0.70000    600.00    0.000000     -4600390.00
0.70000    625.00    0.000000     -4522120.00
0.70000    650.00    0.000000     -4437810.00
0.70000    675.00    0.000000     -4345310.00
0.70000    700.00    0.000000     -4242030.00
0.70000    725.00    0.000000     -4124840.00
0.70000    750.00    0.000000     -3990030.00
0.70000    775.00    0.000000     -3833450.00
0.70000    800.00    0.000000     -3650720.00
0.70000    825.00    0.000000     -3437890.00
0.70000    850.00    0.000000     -3192470.00
0.70000    875.00    0.000000     -2914910.00
0.70000    900.00    0.000000     -2610240.00
0.70000    925.00    0.000000     -2289080.00
0.70000    950.00    0.000000     -1967100.00
0.70000    975.00    0.000000     -1661980.00
0.70000   1000.00    0.000000     -1388730.00
0.70000   1025.00    0.000000     -1155740.00
0.70000   1050.00    0.000000      -963769.00
0.70000   1075.00    0.002319      -808025.00
0.70000   1100.00    0.008756      -681276.00
0.70000   1125.00    0.013207      -576294.00
0.70000   1150.00    0.016234      -487018.00
0.70000   1175.00    0.018274      -408830.00
0.70000   1200.00    0.019643      -338388.00
0.70000   1225.00    0.020559      -273338.00
0.70000   1250.00    0.021172      -212043.00
0.70000   1275.00    0.021584      -153366.00
0.70000   1300.00    0.021862       -96514.70
0.70000   1325.00    0.022054       -40933.10
0.70000   1350.00    0.022188        13772.30
0.70000   1375.00    0.022288        67883.80
0.70000   1400.00    0.022367       121607.00
0.70000   1425.00    0.022437       175093.00
0.70000   1450.00    0.022506       228455.00
0.70000   1475.00    0.022577       281782.00
0.70000   1500.00    0.022657       335143.00
0.70000   1525.00    0.022748       388592.00
0.70000   1550.00    0.022853       442177.00
0.70000   1575.00    0.022976       495937.00
0.70000   1600.00    0.023118       549910.00
0.70000   1625.00    0.023282       604127.00
0.70000   1650.00    0.023471       658622.00
0.70000   1675.00    0.023686       713426.00
0.70000   1700.00    0.023931       768570.00
0.70000   1725.00    0.024208       824088.00
0.70000   1750.00    0.024519       880014.00
0.70000   1775.00    0.024868       936384.00
0.70000   1800.00    0.025257       993235.00
0.70000   1825.00    0.025690      1050610.00
0.70000   1850.00    0.026169      1108550.00
0.70000   1875.00    0.026699      1167100.00
0.70000   1900.00    0.027282      1226320.00
0.70000   1925.00    0.027923      1286250.00
0.70000   1950.00    0.028625      1346950.00
0.70000   1975.00    0.029393      1408480.00
0.70000   2000.00    0.030230      1470910.00
0.70000   2025.00    0.031141      1534310.00
0.70000   2050.00    0.032130      1598750.00
0.70000   2075.00    0.033203      1664300.00
0.70000   2100.00    0.034362      1731050.00
0.70000   2125.00    0.035614      1799080.00
0.70000   2150.00    0.036964      1868480.00
0.70000   2175.00    0.038416      1939360.00
0.70000   2200.00    0.039975      2011790.00
0.70000   2225.00    0.041646      2085900.00
0.70000   2250.00    0.043436      2161780.00
0.70000   2275.00    0.045348      2239540.00
0.70000   2300.00    0.047389      2319300.00
0.70000   2325.00    0.049563      2401170.00
0.70000   2350.00    0.051875      2485270.00
0.70000   2375.00    0.054331      2571730.00
0.70000   2400.00    0.056936      2660680.00
0.70000   2425.00    0.059695      2752220.00
0.70000   2450.00    0.062612      2846500.00
0.70000   2475.00    0.065693      2943650.00
0.70000   2500.00    0.068941      3043790.00
0.70000   2525.00    0.072362      3147050.00
0.70000   2550.00    0.075958      3253560.00
0.70000   2575.00    0.079735      3363460.00
0.70000   2600.00    0.083696      3476870.00
0.70000   2625.00    0.087845      3593930.00
0.70000   2650.00    0.092184      3714750.00
0.70000   2675.00    0.096718      3839470.00
0.70000   2700.00    0.101448      3968210.00
0.70000   2725.00    0.106378      4101110.00
0.70000   2750.00    0.111512      4238270.00
0.70000   2775.00    0.116851      4379840.00
0.70000   2800.00    0.122400      4525950.00
0.70000   2825.00    0.128161      4676710.00
0.70000   2850.00    0.134139      4832280.00
0.70000   2875.00    0.140340      4992800.00
0.70000   2900.00    0.146770      5158430.00
0.70000   2925.00    0.153436      5329330.00
0.70000   2950.00    0.160350      5505710.00
0.70000   2975.00    0.167523      5687770.00
0.70000   3000.00    0.174973      5875770.00
0.70000   3025.00    0.182720      6069990.00
0.70000   3050.00    0.190791      6270760.00
0.70000   3075.00    0.199220      6478470.00
0.70000   3100.00    0.208048      6693590.00
0.70000   3125.00    0.217327      6916670.00
0.70000   3150.00    0.227124      7148330.00
0.70000   3175.00    0.237517      7389360.00
0.70000   3200.00    0.248608      7640630.00
0.70000   3225.00    0.260517      7903220.00
0.70000   3250.00    0.273396      8178360.00
0.70000   3275.00    0.287428      8467490.00
0.70000   3300.00    0.302837      8772300.00
0.70000   3325.00    0.319897      9094730.00
0.70000   3350.00    0.338943      9437000.00
0.70000   3375.00    0.360381      9801640.00
0.70000   3400.00    0.384711     10191500.00
0.70000   3425.00    0.412542     10609800.00
0.70000   3450.00    0.444619     11060000.00
0.70000   3475.00    0.481864     11546000.00
0.70000   3500.00    0.525413     12071800.00
0.70000   3525.00    0.576684     12641600.00
0.70000   3550.00    0.637452     13259600.00
0.70000   3575.00    0.709968     13930000.00
0.70000   3600.00    0.797110     14656400.00
0.70000   3625.00    0.902616     15441900.00
0.70000   3650.00    1.031410     16288400.00
0.70000   3675.00    1.190110     17196300.00
0.70000   3700.00    1.387800     18164100.00
0.70000   3725.00    1.637290     19188000.00
0.70000   3750.00    1.957220     20261200.00
0.70000   3775.00    2.375740     21373700.00
0.70000   3800.00    2.937460     22512100.00
0.70000   3825.00    3.717390     23659300.00
0.70000   3850.00    4.851730     24794700.00
0.70000   3875.00    6.615550     25894300.00
0.70000   3900.00    9.657020     26929800.00
0.70000   3925.00   15.939600     27868300.00
0.70000   3950.00   35.342900     28665700.00
0.70000   3975.00   35.342900     28665700.00
0.70000   4000.00   35.342900     28665700.00

0.80000    250.00    0.000000     -5773370.00
0.80000    275.00    0.000000     -5717690.00
0.80000    300.00    0.000000     -5654800.00
0.80000    325.00    0.000000     -5586040.00
0.80000    350.00    0.000000     -5513450.00
0.80000    375.00    0.000000     -5438990.00
0.80000    400.00    0.000000     -5364210.00
0.80000    425.00    0.000000     -5290050.00
0.80000    450.00    0.000000     -5216950.00
0.80000    475.00    0.000000     -5144910.00
0.80000    500.00    0.000000     -5073620.00
0.80000    525.00    0.000000     -5002520.00
0.80000    550.00    0.000000     -4930790.00
0.80000    575.00    0.000000     -4857450.00
0.80000    600.00    0.000000     -4781260.00
0.80000    625.00    0.000000     -4700700.00
0.80000    650.00    0.000000     -4613950.00
0.80000    675.00    0.000000     -4518760.00
0.80000    700.00    0.000000     -4412380.00
0.80000    725.00    0.000000     -4291480.00
0.80000    750.00    0.000000     -4152140.00
0.80000    775.00    0.000000     -3989900.00
0.80000    800.00    0.000000     -3800110.00
0.80000    825.00    0.000000     -3578550.00
0.80000    850.00    0.000000     -3322580.00
0.80000    875.00    0.000000     -3032680.00
0.80000    900.00    0.000000     -2714160.00
0.80000    925.00    0.000000     -2378210.00
0.80000    950.00    0.000000     -2041280.00
0.80000    975.00    0.000000     -1721890.00
0.80000   1000.00    0.000000     -1435760.00
0.80000   1025.00    0.000000     -1191670.00
0.80000   1050.00    0.000000      -990453.00
0.80000   1075.00    0.000000      -827142.00
0.80000   1100.00    0.000000      -694225.00
